LLAMA3-8B	GT	LLAMA3-8B-Article-model
CWE-80	CWE-79	CWE-80
CWE-284	CWE-384	CWE-284
CWE-843	CWE-400	CWE-843
CWE-20	CWE-233	CWE-20
CWE-80	CWE-79	CWE-80
CWE-269	CWE-284	CWE-269
CWE-601	CWE-284	CWE-601
CWE-4	CWE-352	CWE-352
CWE-285	CWE-639	CWE-285
CWE-120	CWE-269	CWE-120
CWE-22	CWE-434	CWE-22
CWE-675	CWE-269	CWE-675
CWE-22	CWE-20	CWE-22
CWE-306	CWE-306	CWE-306
CWE-20	CWE-346	CWE-20
CWE-20	CWE-20	CWE-20
CWE-92	CWE-20	CWE-92
CWE-20	CWE-20	CWE-20
CWE-116	CWE-20	CWE-116
CWE-674	CWE-20	CWE-674
CWE-20	CWE-20	CWE-20
CWE-125	CWE-125	CWE-125
CWE-476	CWE-824	CWE-476
CWE-278	CWE-459	CWE-278
CWE-703	CWE-703	CWE-703
CWE-120	CWE-121	CWE-120
CWE-20	CWE-1389	CWE-1389
CWE-264	CWE-863	CWE-264
CWE-22	CWE-22	CWE-22
CWE-95	CWE-74	CWE-74
CWE-78	CWE-78	CWE-78
CWE-672	CWE-1357	CWE-672
CWE-89	CWE-200	CWE-89
CWE-79	CWE-79	CWE-79
CWE-284	CWE-284	CWE-284
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-434	CWE-434	CWE-434
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-95	CWE-79	CWE-95
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-115	CWE-79	CWE-115
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-311	CWE-200	CWE-311
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-119	CWE-680	CWE-119
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-11	CWE-79	CWE-11
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-284	CWE-284	CWE-284
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-20	CWE-20	CWE-20
CWE-20	CWE-20	CWE-20
CWE-80	CWE-79	CWE-80
CWE-264	CWE-22	CWE-264
CWE-20	CWE-1021	CWE-20
CWE-476	CWE-476	CWE-476
CWE-113	CWE-940	CWE-113
CWE-285	CWE-200	CWE-285
CWE-312	CWE-256	CWE-312
CWE-119	CWE-120	CWE-119
CWE-352	CWE-346	CWE-352
CWE-522	CWE-200	CWE-522
CWE-319	CWE-862	CWE-319
CWE-269	CWE-284	CWE-284
CWE-78	CWE-79	CWE-78
CWE-400	CWE-400	CWE-400
CWE-400	CWE-1333	CWE-400
CWE-79	CWE-79	CWE-79
CWE-522	CWE-200	CWE-522
CWE-287	CWE-863	CWE-287
CWE-936	CWE-1333	CWE-936
CWE-665	CWE-457	CWE-665
CWE-80	CWE-79	CWE-80
CWE-120	CWE-119	CWE-120
CWE-22	CWE-22	CWE-22
CWE-20	CWE-20	CWE-20
CWE-94	CWE-79	CWE-94
CWE-269	CWE-59	CWE-269
CWE-74	CWE-122	CWE-74
CWE-200	CWE-126	CWE-200
CWE-20	CWE-122	CWE-20
CWE-310	CWE-681	CWE-310
CWE-248	CWE-693	CWE-248
CWE-78	CWE-20	CWE-78
CWE-269	CWE-256	CWE-269
CWE-678	CWE-122	CWE-678
CWE-654	CWE-1021	CWE-654
CWE-119	CWE-122	CWE-119
CWE-269	CWE-269	CWE-269
CWE-306	CWE-358	CWE-306
CWE-269	CWE-20	CWE-269
CWE-611	CWE-190	CWE-611
CWE-200	CWE-125	CWE-125
CWE-269	CWE-20	CWE-269
CWE-200	CWE-125	CWE-200
CWE-248	CWE-125	CWE-125
CWE-264	CWE-126	CWE-264
CWE-200	CWE-200	CWE-200
CWE-264	CWE-122	CWE-264
CWE-78	CWE-122	CWE-78
CWE-311	CWE-121	CWE-121
CWE-319	CWE-20	CWE-319
CWE-264	CWE-416	CWE-264
CWE-400	CWE-476	CWE-400
CWE-703	CWE-190	CWE-703
CWE-20	CWE-73	CWE-20
CWE-657	CWE-357	CWE-657
CWE-347	CWE-20	CWE-347
CWE-400	CWE-400	CWE-400
CWE-200	CWE-359	CWE-200
CWE-798	CWE-285	CWE-798
CWE-256	CWE-347	CWE-256
CWE-264	CWE-122	CWE-264
CWE-200	CWE-259	CWE-200
CWE-400	CWE-20	CWE-400
CWE-672	CWE-426	CWE-672
CWE-672	CWE-59	CWE-672
CWE-89	CWE-89	CWE-89
CWE-404	CWE-122	CWE-404
CWE-269	CWE-284	CWE-284
CWE-685	CWE-122	CWE-685
CWE-269	CWE-284	CWE-269
CWE-200	CWE-77	CWE-200
CWE-264	CWE-122	CWE-264
CWE-200	CWE-125	CWE-200
CWE-78	CWE-191	CWE-78
CWE-200	CWE-908	CWE-908
CWE-89	CWE-89	CWE-89
CWE-22	CWE-122	CWE-22
CWE-264	CWE-122	CWE-264
CWE-400	CWE-400	CWE-400
CWE-269	CWE-822	CWE-269
CWE-78	CWE-122	CWE-78
CWE-400	CWE-400	CWE-400
CWE-269	CWE-59	CWE-269
CWE-200	CWE-125	CWE-200
CWE-269	CWE-367	CWE-269
CWE-400	CWE-476	CWE-400
CWE-89	CWE-89	CWE-89
CWE-200	CWE-908	CWE-908
CWE-78	CWE-416	CWE-78
CWE-264	CWE-416	CWE-264
CWE-200	CWE-416	CWE-200
CWE-416	CWE-416	CWE-416
CWE-200	CWE-125	CWE-200
CWE-264	CWE-416	CWE-264
CWE-284	CWE-310	CWE-284
CWE-269	CWE-122	CWE-269
CWE-250	CWE-416	CWE-416
CWE-937	CWE-416	CWE-937
CWE-78	CWE-843	CWE-843
CWE-78	CWE-416	CWE-78
CWE-306	CWE-284	CWE-306
CWE-269	CWE-306	CWE-269
CWE-269	CWE-591	CWE-269
CWE-250	CWE-416	CWE-250
CWE-287	CWE-59	CWE-287
CWE-269	CWE-122	CWE-269
CWE-22	CWE-29	CWE-22
CWE-306	CWE-20	CWE-20
CWE-264	CWE-416	CWE-264
CWE-248	CWE-591	CWE-248
CWE-306	CWE-126	CWE-306
CWE-502	CWE-191	CWE-502
CWE-264	CWE-125	CWE-264
CWE-346	CWE-1220	CWE-346
CWE-209	CWE-269	CWE-209
CWE-269	CWE-303	CWE-269
CWE-287	CWE-693	CWE-287
CWE-416	CWE-79	CWE-416
CWE-264	CWE-822	CWE-264
CWE-264	CWE-20	CWE-264
CWE-400	CWE-822	CWE-400
CWE-200	CWE-126	CWE-126
CWE-426	CWE-122	CWE-122
CWE-78	CWE-415	CWE-78
CWE-78	CWE-78	CWE-78
CWE-125	CWE-125	CWE-125
CWE-78	CWE-78	CWE-78
CWE-78	CWE-22	CWE-78
CWE-88	CWE-89	CWE-88
CWE-284	CWE-284	CWE-284
CWE-89	CWE-89	CWE-89
CWE-20	CWE-400	CWE-400
CWE-668	CWE-79	CWE-668
CWE-NotFound	CWE-1188	CWE-NotFound
CWE-200	CWE-203	CWE-200
CWE-79	CWE-79	CWE-79
CWE-822	CWE-416	CWE-822
CWE-310	CWE-201	CWE-310
CWE-125	CWE-125	CWE-125
CWE-20	CWE-770	CWE-20
CWE-476	CWE-476	CWE-476
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-601	CWE-474	CWE-601
CWE-284	CWE-276	CWE-284
CWE-287	CWE-319	CWE-287
CWE-20	CWE-502	CWE-502
CWE-78	CWE-77	CWE-78
CWE-78	CWE-77	CWE-78
CWE-78	CWE-77	CWE-78
CWE-78	CWE-77	CWE-78
CWE-78	CWE-77	CWE-78
CWE-120	CWE-121	CWE-120
CWE-119	CWE-121	CWE-119
CWE-369	CWE-362	CWE-369
CWE-787	CWE-770	CWE-787
CWE-200	CWE-200	CWE-200
CWE-200	CWE-200	CWE-200
CWE-119	CWE-122	CWE-119
CWE-89	CWE-79	CWE-79
CWE-384	CWE-287	CWE-287
CWE-628	CWE-125	CWE-628
CWE-80	CWE-79	CWE-79
CWE-476	CWE-476	CWE-476
CWE-538	CWE-698	CWE-538
CWE-434	CWE-434	CWE-434
CWE-92	CWE-94	CWE-92
CWE-390	CWE-400	CWE-390
CWE-43	CWE-427	CWE-427
CWE-434	CWE-384	CWE-434
CWE-80	CWE-79	CWE-80
CWE-320	CWE-285	CWE-320
CWE-78	CWE-77	CWE-78
CWE-89	CWE-89	CWE-89
CWE-80	CWE-643	CWE-80
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-80	CWE-643	CWE-80
CWE-434	CWE-94	CWE-434
CWE-89	CWE-89	CWE-89
CWE-78	CWE-601	CWE-78
CWE-272	CWE-1286	CWE-272
CWE-400	CWE-400	CWE-400
CWE-306	CWE-620	CWE-306
CWE-269	CWE-288	CWE-269
CWE-20	CWE-770	CWE-20
CWE-362	CWE-362	CWE-362
CWE-502	CWE-502	CWE-502
CWE-502	CWE-502	CWE-502
CWE-416	CWE-416	CWE-416
CWE-405	CWE-362	CWE-405
CWE-20	CWE-755	CWE-20
CWE-362	CWE-362	CWE-362
CWE-121	CWE-787	CWE-121
CWE-476	CWE-476	CWE-476
CWE-119	CWE-119	CWE-119
CWE-798	CWE-119	CWE-798
CWE-78	CWE-78	CWE-78
CWE-20	CWE-476	CWE-20
CWE-476	CWE-476	CWE-476
CWE-476	CWE-416	CWE-416
CWE-125	CWE-125	CWE-125
CWE-20	CWE-125	CWE-20
CWE-476	CWE-476	CWE-476
CWE-125	CWE-125	CWE-125
CWE-824	CWE-416	CWE-824
CWE-125	CWE-119	CWE-125
CWE-943	CWE-703	CWE-943
CWE-476	CWE-476	CWE-476
CWE-20	CWE-835	CWE-20
CWE-476	CWE-476	CWE-476
CWE-362	CWE-667	CWE-362
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-476	CWE-400	CWE-476
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-80	CWE-79	CWE-80
CWE-126	CWE-120	CWE-120
CWE-116	CWE-79	CWE-116
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-665	CWE-476	CWE-665
CWE-80	CWE-79	CWE-80
CWE-476	CWE-200	CWE-200
CWE-89	CWE-89	CWE-89
CWE-476	CWE-476	CWE-476
CWE-682	CWE-119	CWE-119
CWE-682	CWE-119	CWE-682
CWE-190	CWE-119	CWE-190
CWE-400	CWE-20	CWE-400
CWE-401	CWE-125	CWE-401
CWE-416	CWE-416	CWE-416
CWE-363	CWE-667	CWE-363
CWE-434	CWE-434	CWE-434
CWE-401	CWE-401	CWE-401
CWE-628	CWE-908	CWE-628
CWE-670	CWE-476	CWE-670
CWE-476	CWE-476	CWE-476
CWE-416	CWE-416	CWE-416
CWE-362	CWE-362	CWE-362
CWE-20	CWE-755	CWE-20
CWE-401	CWE-401	CWE-401
CWE-476	CWE-191	CWE-476
CWE-79	CWE-79	CWE-79
CWE-824	CWE-476	CWE-824
CWE-190	CWE-120	CWE-190
CWE-416	CWE-415	CWE-416
CWE-401	CWE-415	CWE-401
CWE-404	CWE-415	CWE-404
CWE-476	CWE-667	CWE-667
CWE-365	CWE-667	CWE-365
CWE-416	CWE-416	CWE-416
CWE-476	CWE-476	CWE-476
CWE-369	CWE-369	CWE-369
CWE-476	CWE-476	CWE-476
CWE-787	CWE-120	CWE-120
CWE-402	CWE-416	CWE-402
CWE-679	CWE-362	CWE-679
CWE-80	CWE-79	CWE-80
CWE-126	CWE-125	CWE-126
CWE-362	CWE-400	CWE-362
CWE-476	CWE-476	CWE-476
CWE-NotFound	CWE-284	CWE-NotFound
CWE-707	CWE-362	CWE-707
CWE-401	CWE-401	CWE-401
CWE-362	CWE-667	CWE-362
CWE-259	CWE-526	CWE-526
CWE-396	CWE-401	CWE-396
CWE-1184	CWE-770	CWE-1184
CWE-362	CWE-667	CWE-362
CWE-362	CWE-362	CWE-362
CWE-285	CWE-862	CWE-285
CWE-479	CWE-362	CWE-479
CWE-394	CWE-667	CWE-394
CWE-665	CWE-908	CWE-665
CWE-122	CWE-121	CWE-122
CWE-476	CWE-476	CWE-476
CWE-120	CWE-121	CWE-120
CWE-121	CWE-121	CWE-121
CWE-120	CWE-787	CWE-120
CWE-416	CWE-416	CWE-416
CWE-668	CWE-476	CWE-668
CWE-121	CWE-121	CWE-121
CWE-555	CWE-78	CWE-78
CWE-120	CWE-121	CWE-120
CWE-248	CWE-22	CWE-248
CWE-96	CWE-79	CWE-96
CWE-80	CWE-79	CWE-80
CWE-78	CWE-400	CWE-78
CWE-248	CWE-863	CWE-248
CWE-80	CWE-79	CWE-80
CWE-119	CWE-1333	CWE-119
CWE-122	CWE-121	CWE-121
CWE-200	CWE-200	CWE-200
CWE-79	CWE-79	CWE-79
CWE-20	CWE-79	CWE-20
CWE-476	CWE-20	CWE-476
CWE-119	CWE-125	CWE-119
CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89
CWE-89	CWE-532	CWE-532
CWE-23	CWE-918	CWE-23
CWE-416	CWE-415	CWE-415
CWE-121	CWE-121	CWE-121
CWE-20	CWE-400	CWE-20
CWE-190	CWE-190	CWE-190
CWE-362	CWE-22	CWE-362
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-400	CWE-863	CWE-400
CWE-319	CWE-311	CWE-319
CWE-259	CWE-798	CWE-259
CWE-265	CWE-732	CWE-265
CWE-522	CWE-522	CWE-522
CWE-122	CWE-121	CWE-122
CWE-287	CWE-250	CWE-287
CWE-89	CWE-89	CWE-89
CWE-78	CWE-78	CWE-78
CWE-401	CWE-415	CWE-401
CWE-120	CWE-121	CWE-120
CWE-120	CWE-121	CWE-120
CWE-89	CWE-89	CWE-89
CWE-120	CWE-121	CWE-120
CWE-917	CWE-79	CWE-917
CWE-92	CWE-79	CWE-79
CWE-918	CWE-20	CWE-918
CWE-80	CWE-79	CWE-79
CWE-306	CWE-863	CWE-306
CWE-306	CWE-863	CWE-306
CWE-89	CWE-89	CWE-89
CWE-80	CWE-79	CWE-80
CWE-611	CWE-776	CWE-611
CWE-611	CWE-776	CWE-611
CWE-200	CWE-250	CWE-200
CWE-22	CWE-22	CWE-22
CWE-306	CWE-22	CWE-306
CWE-306	CWE-250	CWE-306
CWE-269	CWE-250	CWE-250
CWE-248	CWE-276	CWE-248
CWE-264	CWE-276	CWE-264
CWE-80	CWE-79	CWE-80
CWE-269	CWE-276	CWE-276
CWE-264	CWE-276	CWE-264
CWE-269	CWE-276	CWE-269
CWE-267	CWE-276	CWE-267
CWE-259	CWE-532	CWE-259
CWE-269	CWE-276	CWE-269
CWE-312	CWE-532	CWE-532
CWE-259	CWE-532	CWE-259
CWE-248	CWE-1392	CWE-248
CWE-322	CWE-798	CWE-322
CWE-80	CWE-79	CWE-80
CWE-327	CWE-798	CWE-798
CWE-325	CWE-798	CWE-325
CWE-433	CWE-79	CWE-433
CWE-312	CWE-319	CWE-312
CWE-798	CWE-259	CWE-798
CWE-269	CWE-272	CWE-269
CWE-269	CWE-319	CWE-319
CWE-73	CWE-276	CWE-276
CWE-259	CWE-798	CWE-798
CWE-287	CWE-306	CWE-306
CWE-80	CWE-79	CWE-80
CWE-306	CWE-798	CWE-306
CWE-94	CWE-276	CWE-94
CWE-78	CWE-78	CWE-78
CWE-20	CWE-22	CWE-20
CWE-502	CWE-22	CWE-502
CWE-22	CWE-73	CWE-22
CWE-691	CWE-22	CWE-691
CWE-22	CWE-22	CWE-22
CWE-758	CWE-22	CWE-758
CWE-312	CWE-1295	CWE-312
CWE-80	CWE-79	CWE-80
CWE-200	CWE-276	CWE-276
CWE-269	CWE-269	CWE-269
CWE-693	CWE-552	CWE-693
CWE-79	CWE-79	CWE-79
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-285	CWE-862	CWE-285
CWE-94	CWE-94	CWE-94
CWE-80	CWE-79	CWE-80
CWE-79	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352
CWE-601	CWE-352	CWE-352
CWE-80	CWE-79	CWE-80
CWE-0040	CWE-352	CWE-0040
CWE-285	CWE-288	CWE-285
CWE-22	CWE-23	CWE-22
CWE-80	CWE-79	CWE-80
CWE-20	CWE-20	CWE-20
CWE-79	CWE-79	CWE-79
CWE-120	CWE-787	CWE-120
CWE-185	CWE-269	CWE-185
CWE-502	CWE-502	CWE-502
CWE-120	CWE-269	CWE-120
CWE-426	CWE-787	CWE-787
CWE-476	CWE-416	CWE-476
CWE-703	CWE-416	CWE-703
CWE-89	CWE-89	CWE-89
CWE-264	CWE-269	CWE-269
CWE-127	CWE-269	CWE-127
CWE-89	CWE-89	CWE-89
CWE-665	CWE-269	CWE-665
CWE-306	CWE-367	CWE-306
CWE-89	CWE-89	CWE-89
CWE-20	CWE-20	CWE-20
CWE-20	CWE-20	CWE-20
CWE-116	CWE-79	CWE-116
CWE-119	CWE-119	CWE-119
CWE-285	CWE-345	CWE-285
CWE-264	CWE-269	CWE-269
CWE-200	CWE-200	CWE-200
CWE-400	CWE-20	CWE-400
CWE-327	CWE-327	CWE-327
CWE-93	CWE-79	CWE-79
CWE-269	CWE-250	CWE-269
CWE-78	CWE-749	CWE-78
CWE-264	CWE-276	CWE-264
CWE-352	CWE-352	CWE-352
CWE-611	CWE-611	CWE-611
CWE-400	CWE-770	CWE-770
CWE-400	CWE-286	CWE-286
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-80
CWE-264	CWE-266	CWE-264
CWE-264	CWE-287	CWE-287
CWE-770	CWE-200	CWE-770
CWE-311	CWE-200	CWE-311
CWE-120	CWE-120	CWE-120
CWE-416	CWE-416	CWE-416
CWE-79	CWE-79	CWE-79
CWE-345	CWE-200	CWE-345
CWE-80	CWE-79	CWE-80
CWE-284	CWE-863	CWE-284
CWE-89	CWE-89	CWE-89
CWE-94	CWE-79	CWE-94
CWE-601	CWE-601	CWE-601
CWE-265	CWE-706	CWE-265
CWE-22	CWE-732	CWE-22
CWE-308	CWE-706	CWE-308
CWE-117	CWE-200	CWE-117
CWE-551	CWE-367	CWE-551
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-352	CWE-425	CWE-352
CWE-79	CWE-79	CWE-79
CWE-22	CWE-269	CWE-269
CWE-18	CWE-639	CWE-18
CWE-22	CWE-427	CWE-22
CWE-119	CWE-89	CWE-119
CWE-400	CWE-345	CWE-400
CWE-80	CWE-79	CWE-80
CWE-20	CWE-1321	CWE-20
CWE-416	CWE-672	CWE-416
CWE-345	CWE-863	CWE-345
CWE-284	CWE-284	CWE-284
CWE-400	CWE-400	CWE-400
CWE-22	CWE-434	CWE-22
CWE-284	CWE-862	CWE-284
CWE-79	CWE-79	CWE-79
CWE-96	CWE-79	CWE-96
CWE-89	CWE-200	CWE-89
CWE-20	CWE-770	CWE-20
CWE-22	CWE-22	CWE-22
CWE-22	CWE-22	CWE-22
CWE-125	CWE-125	CWE-125
CWE-502	CWE-502	CWE-502
CWE-295	CWE-295	CWE-295
CWE-119	CWE-125	CWE-119
CWE-119	CWE-125	CWE-119
CWE-194	CWE-125	CWE-194
CWE-120	CWE-787	CWE-120
CWE-125	CWE-125	CWE-125
CWE-120	CWE-125	CWE-120
CWE-126	CWE-125	CWE-126
CWE-125	CWE-125	CWE-125
CWE-125	CWE-125	CWE-125
CWE-119	CWE-125	CWE-119
CWE-126	CWE-125	CWE-126
CWE-125	CWE-125	CWE-125
CWE-125	CWE-125	CWE-125
CWE-120	CWE-121	CWE-120
CWE-120	CWE-125	CWE-120
CWE-120	CWE-787	CWE-120
CWE-122	CWE-122	CWE-122
CWE-120	CWE-122	CWE-120
CWE-119	CWE-787	CWE-787
CWE-126	CWE-125	CWE-126
CWE-20	CWE-119	CWE-20
CWE-119	CWE-125	CWE-119
CWE-120	CWE-125	CWE-120
CWE-NotFound	CWE-918	CWE-NotFound
CWE-78	CWE-284	CWE-284
CWE-384	CWE-290	CWE-384
CWE-400	CWE-1333	CWE-400
CWE-119	CWE-822	CWE-119
CWE-400	CWE-400	CWE-400
CWE-269	CWE-269	CWE-269
CWE-400	CWE-835	CWE-835
CWE-120	CWE-1284	CWE-120
CWE-120	CWE-1284	CWE-120
CWE-120	CWE-787	CWE-120
CWE-122	CWE-787	CWE-787
CWE-120	CWE-787	CWE-120
CWE-20	CWE-787	CWE-20
CWE-120	CWE-787	CWE-787
CWE-120	CWE-787	CWE-120
CWE-120	CWE-787	CWE-120
CWE-120	CWE-787	CWE-120
CWE-120	CWE-125	CWE-120
CWE-120	CWE-787	CWE-120
CWE-120	CWE-125	CWE-120
CWE-120	CWE-125	CWE-125
CWE-125	CWE-125	CWE-125
CWE-120	CWE-20	CWE-120
CWE-20	CWE-20	CWE-20
CWE-416	CWE-416	CWE-416
CWE-200	CWE-200	CWE-200
CWE-119	CWE-476	CWE-119
CWE-190	CWE-120	CWE-120
CWE-352	CWE-352	CWE-352
CWE-78	CWE-78	CWE-78
CWE-457	CWE-908	CWE-457
CWE-502	CWE-494	CWE-502
CWE-601	CWE-444	CWE-601
CWE-295	CWE-295	CWE-295
CWE-20	CWE-749	CWE-20
CWE-20	CWE-20	CWE-20
CWE-522	CWE-598	CWE-522
CWE-269	CWE-266	CWE-266
CWE-20	CWE-674	CWE-20
CWE-366	CWE-200	CWE-366
CWE-119	CWE-787	CWE-119
CWE-20	CWE-20	CWE-20
CWE-428	CWE-428	CWE-428
CWE-94	CWE-94	CWE-94
CWE-352	CWE-352	CWE-352
CWE-22	CWE-791	CWE-791
CWE-657	CWE-284	CWE-657
CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89
CWE-94	CWE-78	CWE-94
CWE-79	CWE-20	CWE-79
CWE-434	CWE-434	CWE-434
CWE-80	CWE-79	CWE-79
CWE-352	CWE-352	CWE-352
CWE-601	CWE-20	CWE-601
CWE-918	CWE-918	CWE-918
CWE-120	CWE-121	CWE-120
CWE-116	CWE-400	CWE-116
CWE-121	CWE-120	CWE-121
CWE-89	CWE-89	CWE-89
CWE-22	CWE-22	CWE-22
CWE-284	CWE-284	CWE-284
CWE-80	CWE-79	CWE-80
CWE-789	CWE-200	CWE-789
CWE-284	CWE-284	CWE-284
CWE-80	CWE-79	CWE-80
CWE-200	CWE-918	CWE-200
CWE-89	CWE-94	CWE-89
CWE-676	CWE-352	CWE-676
CWE-80	CWE-79	CWE-80
CWE-80	CWE-94	CWE-80
CWE-120	CWE-120	CWE-120
CWE-691	CWE-116	CWE-691
CWE-121	CWE-121	CWE-121
CWE-121	CWE-121	CWE-121
CWE-120	CWE-121	CWE-120
CWE-120	CWE-121	CWE-120
CWE-120	CWE-121	CWE-120
CWE-682	CWE-395	CWE-682
CWE-476	CWE-395	CWE-476
CWE-89	CWE-89	CWE-89
CWE-476	CWE-395	CWE-476
CWE-476	CWE-395	CWE-476
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-89	CWE-89	CWE-89
CWE-352	CWE-352	CWE-352
CWE-89	CWE-89	CWE-89
CWE-918	CWE-918	CWE-918
CWE-89	CWE-89	CWE-89
CWE-306	CWE-269	CWE-306
CWE-269	CWE-693	CWE-269
CWE-269	CWE-620	CWE-620
CWE-80	CWE-80	CWE-80
CWE-352	CWE-352	CWE-352
CWE-79	CWE-79	CWE-79
CWE-89	CWE-89	CWE-89
CWE-80	CWE-79	CWE-80
CWE-80	CWE-79	CWE-79
CWE-502	CWE-306	CWE-306
CWE-89	CWE-89	CWE-89
CWE-287	CWE-287	CWE-287
CWE-22	CWE-22	CWE-22
CWE-200	CWE-200	CWE-200
CWE-89	CWE-89	CWE-89
CWE-23	CWE-23	CWE-23
CWE-22	CWE-22	CWE-22
CWE-78	CWE-78	CWE-78
CWE-348	CWE-348	CWE-348
CWE-259	CWE-259	CWE-259
CWE-918	CWE-918	CWE-918
CWE-22	CWE-22	CWE-22
CWE-79	CWE-79	CWE-79
CWE-534	CWE-613	CWE-534
CWE-352	CWE-352	CWE-352
CWE-200	CWE-532	CWE-532
CWE-95	CWE-1236	CWE-95
CWE-80	CWE-79	CWE-80
CWE-287	CWE-284	CWE-287
CWE-704	CWE-119	CWE-704
CWE-80	CWE-79	CWE-80
CWE-264	CWE-1325	CWE-264
CWE-80	CWE-79	CWE-79
CWE-400	CWE-400	CWE-400
CWE-125	CWE-125	CWE-125
CWE-762	CWE-1325	CWE-762
CWE-476	CWE-786	CWE-476
CWE-20	CWE-28	CWE-20
CWE-250	CWE-269	CWE-250
CWE-400	CWE-400	CWE-400
CWE-120	CWE-787	CWE-120
CWE-264	CWE-353	CWE-353
CWE-120	CWE-119	CWE-120
CWE-20	CWE-22	CWE-20
CWE-264	CWE-277	CWE-264
CWE-347	CWE-277	CWE-277
CWE-119	CWE-269	CWE-119
CWE-22	CWE-22	CWE-22
